analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y
78,578,42.9996742481,5.9195414807,7.7539519806,7.9040228532
79,579,43.0238800305,5.9437472630,9.4891469912,5.6241066357
80,580,43.0355742332,5.9554414657,9.4044350392,2.2596755941
81,581,43.0444610539,5.9643282865,9.3058807887,9.9613490664
82,582,43.0783447765,5.9982120090,7.9314918140,8.3697680961
83,583,43.3734747103,6.2933419429,3.1325013551,7.0394610873
84,584,43.4044245995,6.3242918321,4.8113069833,9.0715226891
85,585,43.5055312540,6.4253984866,6.2922244102,2.0345191882
86,586,43.5145864825,6.4344537151,1.8368137233,5.1847250309
87,587,43.7635243487,6.6833915813,8.9680177155,4.8314720372
88,588,43.8341316053,6.7539988379,8.1471567021,9.9323080602
89,589,43.8991544116,6.8190216442,0.7255091994,8.1817722002
90,590,43.9401175281,6.8599847606,9.2694994409,7.8474940148
91,591,44.0652647973,6.9851320299,2.0779573553,9.1191754747
92,592,44.0849728922,7.0048401248,3.0453718418,3.0830467964
93,593,44.1914501636,7.1113173961,4.5404006696,9.5474846337
94,594,44.3099514301,7.2298186626,7.5521487108,7.4470981357
95,595,44.3255888179,7.2454560505,5.2954262041,1.8805193006
96,596,44.5781151808,7.4979824133,0.6589478762,4.0438031017
97,597,44.6956004225,7.6154676550,5.3667836245,7.3039244479
98,598,44.7503419982,7.6702092308,3.2193771459,4.9005881162
99,599,44.7620442071,7.6819114397,1.1585360661,8.0450359114
100,600,44.8854100917,7.8052773243,0.3054645257,4.8321789138
101,601,44.9296507844,7.8495180170,2.7836478888,4.8550204756
102,602,44.9958793982,7.9157466307,1.3730606518,8.5828403227
103,603,45.1157181367,8.0355853693,6.1329076610,9.5103612272
104,604,45.1373781630,8.0572453956,7.1007317863,2.3834187004
105,605,45.2248607401,8.1447279727,3.3197488435,9.4967979834
106,606,45.2322223065,8.1520895391,2.3434146092,9.0803058365
107,607,45.3126613994,8.2325286319,7.8826590798,4.9982214138
108,608,45.4381605469,8.3580277795,3.2261904721,9.6300750159
109,609,45.4702761418,8.3901433744,5.1077930908,2.4632089565
110,610,45.5399509487,8.4598181812,7.0217235672,6.3644287304
111,611,45.6217731643,8.5416403969,9.9704381399,3.5755282830
112,612,45.7167665044,8.6366337370,6.8592764770,5.2352535954
113,613,45.7458803535,8.6657475861,1.2832513686,1.4806007339
114,614,45.7963988309,8.7162660635,1.2791424032,9.3026380946
115,615,45.8587434383,8.7786106709,5.4604730281,6.6721033387
116,616,45.8897336966,8.8096009292,1.3114620784,7.3758697328
117,617,45.9398614897,8.8597287223,3.9070404900,2.6333866817
118,618,45.9693949319,8.8892621644,2.3442642789,6.4090721530
119,619,46.0888467963,9.0087140288,7.9476203683,4.9471613930
120,620,46.1533616594,9.0732288920,6.1676411171,0.4930005546
121,621,46.2423424528,9.1622096854,6.0045157338,0.6951731848
122,622,46.2516629346,9.1715301671,9.1321260216,9.0069881381
123,623,46.3583097014,9.2781769339,9.2650160556,7.7183639009
124,624,46.4328031834,9.3526704160,0.4911060168,0.4731576496
125,625,46.4384198220,9.3582870545,1.1984394954,8.6750637949
126,626,46.4862934741,9.4061607067,8.6990795249,0.6055625807
127,627,46.7260067719,9.6458740045,2.7728776057,8.8763020124
128,628,46.7938881888,9.7137554213,3.1317560530,4.8748622994
129,629,46.8381468112,9.7580140438,4.1635450251,1.7825317890
130,630,46.8418135652,9.7616807977,8.2410648825,3.3433183712
131,631,46.8476606217,9.7675278543,3.4782990715,9.4307228197
132,632,46.9184347015,9.8383019340,5.4427755620,3.8816250030
133,633,47.0448157449,9.9646829774,9.3201029465,8.0274309543
134,634,47.0695963846,9.9894636171,1.4098539706,9.4437986860
135,635,47.0813928568,10.0012600893,7.4145729961,8.0293956597
136,636,47.0851080341,10.0049752667,9.4508456454,0.6166286692
137,637,47.1139945904,10.0338618229,1.6789256658,2.2893583310
138,638,47.1972475775,10.1171148100,9.5058521582,8.5383612875
139,639,47.2024811617,10.1223483943,5.2294355772,6.2445417966
140,640,47.2862765419,10.2061437744,2.4366959518,1.4235395021
141,641,47.3455677725,10.2654350051,3.2604347399,6.7582240482
142,642,47.4383959149,10.3582631474,3.0377456009,8.4232616066
143,643,47.5903089553,10.5101761878,1.9153581426,6.5211686202
144,644,47.5922229154,10.5120901480,1.1234361412,3.1800769239
145,645,47.7455906533,10.6654578858,1.2380392705,7.5774806954
146,646,47.7616782222,10.6815454548,6.7573280565,7.1360668697
147,647,47.7669364869,10.6868037195,2.4022123562,1.8638388860
148,648,47.8852718495,10.8051390820,6.4824065096,0.8201387802
149,649,48.0487877668,10.9686549994,4.9395793939,8.6871990588
150,650,48.0758149110,10.9956821436,4.2657514976,6.8644058669
151,651,48.1977220833,11.1175893158,4.2345690110,7.9151860110
152,652,48.2296318774,11.1494991099,8.5672435665,4.8860878238
153,653,48.3488699978,11.2687372304,5.5075672330,5.4955739996
154,654,48.3874368941,11.3073041266,0.1873515960,0.3602373795
155,655,48.4285650676,11.3484323002,5.0581429371,0.4636538101
156,656,48.4340262252,11.3538934577,3.6765200557,4.1448742217
157,657,48.5053978093,11.4252650418,5.4185498804,7.8050317952
158,658,48.6983496327,11.6182168653,6.8705167621,6.8916866892
159,659,48.7808057166,11.7006729491,6.5090053441,8.9328617030
160,660,48.7985038693,11.7183711018,0.4332272188,0.5538614668
161,661,48.9723849271,11.8922521597,4.7323984798,7.5114660081
162,662,49.0833586169,12.0032258495,7.3249108836,0.5459807674
163,663,49.1419146031,12.0617818357,4.3176421352,2.2402730304
164,664,49.2241155261,12.1439827586,3.1795355730,5.8980995808
165,665,49.2850025405,12.2048697731,1.6158489329,1.7860852153
166,666,49.3281753220,12.2480425546,2.3621828021,6.1033858734
