analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y
74,574,77.2822570460,13.9148107140,0.0233575366,2.6000848345
75,575,77.4460842594,14.0786379274,5.2846464738,6.8700199526
76,576,78.1781598393,14.8107135073,4.3919504971,6.9255016913
77,577,78.2133474966,14.8459011645,1.3917081635,0.9158824750
78,578,78.3138407896,14.9463944575,5.1377718207,5.9552128988
79,579,78.6536608360,15.2862145039,6.5090556698,7.5053755050
80,580,78.6866547871,15.3192084550,8.9827624744,3.4471651542
81,581,78.7696156138,15.4021692817,5.0083889453,1.9575461804
82,582,79.0174426776,15.6499963456,4.5184789892,9.2355983762
83,583,79.1300059806,15.7625596485,5.9192322329,4.1347169319
84,584,79.5752234759,16.2077771438,6.2930889311,2.3597424666
85,585,80.1602917748,16.7928454427,2.5667431425,3.4569980073
86,586,80.2704842758,16.9030379437,4.0763531019,2.5611850834
87,587,80.2754794927,16.9080331606,7.2985628867,0.3170379961
88,588,80.5787862645,17.2113399325,9.8640612196,0.5217340550
89,589,80.6193922780,17.2519459460,5.4425877330,5.6874695944
90,590,80.7341677610,17.3667214289,4.8194216347,1.3646306637
91,591,80.7604025527,17.3929562206,6.8620708276,0.0698593519
92,592,81.0064355274,17.6389891953,4.7200372179,8.2803595672
93,593,81.1602998228,17.7928534908,1.6972151104,3.6786990418
94,594,81.2144672357,17.8470209036,7.0278783174,2.4236872184
95,595,81.4008900455,18.0334437135,5.1842480743,9.2383999299
96,596,81.5336216602,18.1661753281,1.1899824420,9.5535608003
97,597,81.5848707557,18.2174244236,6.0562055129,4.3274828697
98,598,81.6066153609,18.2391690288,3.3975674455,4.1454456952
99,599,81.6529426965,18.2854963644,9.6278940508,2.3651891097
100,600,81.6626428767,18.2951965446,0.8821552864,6.6131914256
101,601,81.8552702329,18.4878239009,3.3639460459,3.3568211804
102,602,81.9438505259,18.5764041939,0.5714518479,8.3787845289
103,603,81.9969231246,18.6294767926,8.7051306640,0.0961294459
104,604,82.1492718508,18.7818255188,4.2800550591,9.9077937703
105,605,82.7935321724,19.4260858404,5.5025160966,3.4638417503
106,606,82.8529000155,19.4854536834,1.8137971697,4.7776625863
107,607,83.0820846582,19.7146383262,1.4759910505,2.3180034801
108,608,83.5309768369,20.1635305048,0.2542072226,5.0214822647
109,609,83.8436287714,20.4761824393,0.4585745833,0.2840534589
110,610,84.1941123331,20.8266660011,6.3621967240,0.9798149088
111,611,84.6276718685,21.2602255365,7.2660510908,3.0556241970
112,612,84.7830918171,21.4156454850,5.5366753678,0.3173357062
113,613,84.8863733290,21.5189269969,8.0297555051,5.2392733601
114,614,85.2234554353,21.8560091033,4.9315282348,2.7723338700
115,615,85.3436979232,21.9762515911,2.1001216574,9.5545498590
116,616,85.3908380837,22.0233917516,2.8389788141,2.9001565413
117,617,85.5713979284,22.2039515964,4.8386315939,6.6015295307
118,618,85.9306964747,22.5632501426,2.1960620324,2.9995686745
119,619,86.0370316105,22.6695852784,8.8965475956,2.8730816343
120,620,86.5731202554,23.2056739233,8.4850919916,2.0492662748
121,621,86.6032448840,23.2357985520,9.2276658430,2.3639726834
122,622,87.1052614358,23.7378151038,7.8449966273,2.3246826005
123,623,87.5590601918,24.1916138597,8.5859897445,1.5944867776
124,624,87.8045162201,24.4370698880,9.3976098141,3.4295816622
125,625,88.2828366630,24.9153903309,8.8453840956,4.7369401729
126,626,88.4281941210,25.0607477889,0.3726593796,3.7456272769
127,627,88.9224285200,25.5549821880,3.1897666494,6.1313816219
128,628,89.4876843476,26.1202380155,0.0529778141,6.4941715054
129,629,90.0804360897,26.7129897577,1.5130148414,3.9829727352
130,630,90.4134659304,27.0460195984,0.4020275743,7.3801690968
131,631,90.6583664065,27.2909200744,0.8703896086,0.5606974286
132,632,91.6310175676,28.2635712355,3.2961618189,2.3563323826
133,633,92.2554856921,28.8880393600,4.2014839179,1.3282507885
134,634,92.5887946572,29.2213483251,2.8103550745,6.9741478565
135,635,92.6882394190,29.3207930869,3.5959618652,4.9182800031
136,636,93.3193443452,29.9518980131,0.6409096469,1.0581008172
137,637,93.3860112460,30.0185649139,5.3237142843,1.7644753066
138,638,93.9755951547,30.6081488226,2.4222535123,6.6042703745
139,639,93.9869288757,30.6194825436,0.3737676602,8.3339257460
140,640,94.0658204084,30.6983740763,1.2367632726,6.6417598700
141,641,94.0794331942,30.7119868622,2.1493149971,8.6549898355
142,642,94.2401840687,30.8727377366,5.1821070632,7.1067935606
143,643,94.2500461497,30.8825998177,1.7607034472,3.5482192022
144,644,94.5337017891,31.1662554570,5.7464651613,6.2280948952
145,645,94.7197952411,31.3523489090,6.9540753907,5.0216534438
146,646,94.9625590066,31.5951126745,4.1113422451,6.9396851804
147,647,95.5925668111,32.2251204791,1.9102467289,1.2933813213
148,648,95.6406354215,32.2731890895,9.2648875110,7.4328568055
