analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y
82,582,56.9684276093,7.7637722761,1.9497883697,0.3868544987
83,583,57.0400305333,7.8353752001,6.4237877515,6.1659656624
84,584,57.0545659144,7.8499105813,4.2048565352,5.7353821905
85,585,57.0832676499,7.8786123168,9.3252640528,6.6567069195
86,586,57.1691394322,7.9644840991,5.1027946326,5.7208569290
87,587,57.1706514634,7.9659961303,4.8851835116,9.2365967082
88,588,57.1903124291,7.9856570960,0.9273708530,4.8709691113
89,589,57.1924594074,7.9878040743,3.1552093363,4.0201481789
90,590,57.2236744449,8.0190191118,7.4931254262,9.5917226700
91,591,57.3512009429,8.1465456098,6.0758101359,9.4414882519
92,592,57.4538687131,8.2492133799,4.2142444219,7.0881480001
93,593,57.4871691796,8.2825138465,5.4826786785,2.4408909014
94,594,57.5327194387,8.3280641056,1.6582643032,9.9726077302
95,595,57.5701638217,8.3655084886,0.4292080144,5.0161274086
96,596,57.6270388057,8.4223834726,0.0899032476,3.0321506133
97,597,57.6492859101,8.4446305770,5.7307751354,1.1317263945
98,598,57.7009181813,8.4962628482,8.7741316486,2.5494557556
99,599,57.7497079654,8.5450526323,5.5442674064,4.5181344307
100,600,57.7640067375,8.5593514043,8.6723057091,6.3837439677
101,601,58.0373446344,8.8326893013,1.7647792788,5.6338177274
102,602,58.0763915771,8.8717362439,3.0441370394,0.9189635217
103,603,58.0985461230,8.8938907899,7.3645866522,6.7453878803
104,604,58.1836267825,8.9789714494,9.7163115068,5.4869699727
105,605,58.2016100671,8.9969547340,6.1362005277,2.7787616210
106,606,58.3017172712,9.0970619381,2.7710289078,9.4771919414
107,607,58.3395214388,9.1348661057,9.8176621983,2.1263833101
108,608,58.3952550850,9.1905997519,9.3260960193,2.3334294786
109,609,58.4064560871,9.2018007540,4.6746337795,4.2916812469
110,610,58.4476339523,9.2429786192,9.7079127664,0.8460141303
111,611,58.4758017616,9.2711464285,5.0037290902,3.1623826858
112,612,58.4941932837,9.2895379505,9.6232241565,9.6593984028
113,613,58.5444288026,9.3397734695,7.0214487998,9.5335518556
114,614,58.6901318414,9.4854765083,9.2407662110,4.4378416906
115,615,58.9346371468,9.7299818136,5.4705616923,3.0667384874
116,616,58.9381583207,9.7335029876,2.2748580874,7.5349573526
117,617,59.0753472232,9.8706918901,9.0312847494,2.4557396731
118,618,59.0930308336,9.8883755004,7.1851780172,0.8355078754
119,619,59.1342013930,9.9295460599,0.9170420826,2.0527986893
120,620,59.1842887582,9.9796334251,6.7388295822,3.2908545854
121,621,59.2076821225,10.0030267894,5.9013625647,8.8980147177
122,622,59.5393921070,10.3347367739,4.3084192339,2.2169861321
123,623,59.7118175316,10.5071621985,1.2403943942,3.0100388745
124,624,59.8452062760,10.6405509429,6.5243926502,8.5516023780
125,625,59.8458929109,10.6412375777,6.6774708668,0.8625192010
126,626,59.9244153432,10.7197600101,4.1665994902,9.5410212087
127,627,59.9278752858,10.7232199527,6.5393939909,5.4364967806
128,628,59.9322477127,10.7275923796,2.8992317371,5.2612068362
129,629,59.9600081400,10.7553528069,4.8287536721,7.5102408046
130,630,60.0413092064,10.8366538733,3.6565685709,8.2789256770
131,631,60.2020328262,10.9973774931,8.4573041411,3.6860998765
132,632,60.2181676444,11.0135123113,3.1656165553,9.8670406492
133,633,60.2242380884,11.0195827553,1.0882231653,1.7521081366
134,634,60.3145504960,11.1098951629,9.7045276703,5.1563708083
135,635,60.3294555517,11.1248002186,8.4738518830,8.3229874490
136,636,60.4776468028,11.2729914697,8.7481798336,0.7901241010
137,637,60.5407134095,11.3360580764,2.5758559866,8.6645750970
138,638,60.6241265161,11.4194711830,7.7358723144,2.5902875789
139,639,60.7167169772,11.5120616441,8.8135720413,4.7608755778
140,640,60.7544116937,11.5497563606,6.2260684773,1.1442552406
141,641,61.2181177283,12.0134623952,8.2095288845,2.1314246333
142,642,61.3490327525,12.1443774193,9.1120753513,6.4711437901
143,643,61.4903304358,12.2856751027,7.9304871112,4.4080692360
144,644,61.5321909337,12.3275356006,5.9365862146,2.3476027255
145,645,61.7684134048,12.5637580717,2.0683470539,8.1590973740
146,646,61.7980775353,12.5934222021,6.6037086856,0.1110705619
147,647,61.9509977503,12.7463424172,7.0798390062,3.9418502708
148,648,62.0063787718,12.8017234387,1.1096271822,9.6861949256
149,649,62.2045680833,12.9999127502,5.5563801833,5.6642251002
150,650,62.2547176855,13.0500623524,1.5313421200,8.0162014535
151,651,62.3272395556,13.1225842225,3.4232966443,2.8107913810
152,652,62.4380070147,13.2333516816,9.3016264241,5.8657564534
153,653,62.4530802703,13.2484249372,6.9039060285,6.3113721625
154,654,62.5412644860,13.3366091529,2.9324485005,4.7813322894
155,655,62.5943909449,13.3897356117,9.8234151487,5.1261624454
156,656,62.6261772637,13.4215219306,8.7331483639,3.3196703540
157,657,62.6289038856,13.4242485525,9.0150584350,4.1163021357
158,658,62.7762605958,13.5716052627,8.0016879568,1.3556582913
