analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y,in_T_zone
604,1104,19.1082398267,9.9524793375,2.1018355473,5.6583362481,1
605,1105,19.1295344141,9.9737739250,7.2071622359,1.0488141442,0
606,1106,19.1392483788,9.9834878897,5.4178487331,0.1388509174,1
607,1107,19.1489815730,9.9932210838,6.1383128202,9.5266207255,1
608,1108,19.1519543829,9.9961938938,2.1731589759,5.4090666083,1
609,1109,19.1540054660,9.9982449768,5.2010585260,9.1928960306,1
610,1110,19.1654189051,10.0096584159,5.6820641748,6.4810292387,1
611,1111,19.1848117673,10.0290512781,2.1521900219,7.9344061108,0
612,1112,19.1881711966,10.0324107075,6.6835505535,6.3588695133,0
613,1113,19.2040286818,10.0482681926,5.9224982720,1.2623432727,1
614,1114,19.2057817175,10.0500212283,5.7958893597,2.5616739654,1
615,1115,19.2268194024,10.0710589133,1.9070823623,7.8511671778,0
616,1116,19.2439695000,10.0882090109,0.6923483064,9.5610155438,0
617,1117,19.2539946262,10.0982341371,7.5698943120,3.0289539574,0
618,1118,19.2750268559,10.1192663668,1.4246247903,7.6185912513,0
619,1119,19.2856710705,10.1299105814,4.9853870565,1.0845323880,1
620,1120,19.2898226017,10.1340621126,9.5813513107,8.9406703993,0
621,1121,19.3447674923,10.1890070032,4.6436940225,9.1397077195,1
622,1122,19.3484748809,10.1927143918,2.0359902935,2.0654558636,0
623,1123,19.3711055171,10.2153450280,4.0990572060,7.1293625481,1
624,1124,19.3810447777,10.2252842885,7.9295025696,1.7875829007,0
625,1125,19.3894623375,10.2337018484,8.2023855280,0.6816454663,0
626,1126,19.4129107528,10.2571502636,9.2485330354,5.7689355801,0
627,1127,19.4269962578,10.2712357687,1.5532144427,9.0907923069,0
628,1128,19.4332628541,10.2775023650,6.9995075768,9.2060367376,0
629,1129,19.4411819857,10.2854214965,1.6522170142,0.7387471732,0
630,1130,19.4578807773,10.3021202882,9.6382991763,3.5793999511,0
631,1131,19.4777541013,10.3219936122,3.8686437716,0.1567427186,1
632,1132,19.4975220339,10.3417615448,1.3565371805,3.1006534373,0
633,1133,19.4976573044,10.3418968153,9.6940991307,5.0485167594,0
634,1134,19.5143315454,10.3585710563,8.0152197762,8.2897926885,0
635,1135,19.5351538883,10.3793933992,2.1388925639,4.8878495105,1
636,1136,19.5505519317,10.3947914426,6.6915243130,3.7693358217,0
637,1137,19.5849787698,10.4292182807,3.9500374017,6.6490507778,1
638,1138,19.5943847283,10.4386242392,1.0024285764,7.5662529673,0
639,1139,19.6161463681,10.4603858789,4.6921702346,3.2863737728,1
