analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y,in_T_zone
677,1177,58.7870721989,33.4253678673,4.9214626885,1.0911062786,1
678,1178,58.8000046904,33.4383003588,1.7350643582,8.1679359207,0
679,1179,58.8073792881,33.4456749566,7.9249541068,6.5149672807,0
680,1180,58.8116138223,33.4499094908,8.0670174328,3.4889589380,0
681,1181,58.8159003729,33.4541960413,5.0284250547,2.0952070999,1
682,1182,58.8708499577,33.5091456261,6.8690250322,0.9844892149,0
683,1183,58.9459393299,33.5842349983,4.9471339678,0.2624295047,1
684,1184,58.9806168363,33.6189125047,8.3698288947,5.1092043597,0
685,1185,59.0084790056,33.6467746741,4.0764467858,1.6812300011,1
686,1186,59.0939911543,33.7322868227,1.9391049450,0.5639150717,0
687,1187,59.1065087653,33.7448044338,0.5887078920,4.9256834054,1
688,1188,59.1090991542,33.7473948226,3.4798407708,8.2066252149,1
689,1189,59.1309605547,33.7692562231,6.2000291289,0.9420979396,1
690,1190,59.1547655735,33.7930612419,3.5455823634,7.3359834325,1
691,1191,59.1930154392,33.8313111077,4.9875576020,3.5080268141,1
692,1192,59.2267760090,33.8650716774,5.7905686656,7.8235569931,1
693,1193,59.2482713051,33.8865669735,9.2589561569,5.7819552298,0
694,1194,59.2660460119,33.9043416803,9.0202770167,4.0378717309,0
695,1195,59.3432372071,33.9815328755,5.1173514205,2.4803552204,1
696,1196,59.4016828214,34.0399784898,0.3010546004,9.1017394774,0
697,1197,59.4449682746,34.0832639430,2.0917584266,1.3973794392,0
698,1198,59.4461344518,34.0844301202,5.2633547603,3.6438396860,1
699,1199,59.5224604954,34.1607561638,4.7314704045,3.7338768745,1
700,1200,59.5236946642,34.1619903326,6.5228795415,5.6383930328,1
701,1201,59.6546818557,34.2929775241,1.8946484511,6.5331446926,1
702,1202,59.6696772729,34.3079729413,2.1323995405,1.5818997587,0
703,1203,59.6802581659,34.3185538344,8.5638116362,0.8227031607,0
704,1204,59.7024000358,34.3406957043,3.3767265358,9.4758608093,1
705,1205,59.7692593448,34.4075550132,8.0620262221,0.8523192722,0
706,1206,59.8092230950,34.4475187635,8.1379922252,5.2100726842,0
707,1207,59.8140484383,34.4523441067,1.8007781782,9.6987580499,0
708,1208,59.8328357634,34.4711314319,6.2352606243,2.8566758642,1
709,1209,59.8363406264,34.4746362948,5.5574976180,5.5987833636,1
710,1210,59.8465050749,34.4848007433,3.7424355154,3.2605070042,1
711,1211,59.8977166342,34.5360123027,0.0370930148,6.8996813136,0
712,1212,59.9735924346,34.6118881031,9.6576161685,0.7493640744,0
713,1213,59.9834523442,34.6217480127,7.2080794277,5.3521146477,0
714,1214,59.9972084791,34.6355041475,3.6831715384,1.2437080323,1
715,1215,60.2947439295,34.9330395979,1.5434493779,3.6012224029,1
716,1216,60.3698607675,35.0081564360,5.2225789321,0.4382906400,1
717,1217,60.4575942940,35.0958899625,7.8019451532,1.1176775515,0
718,1218,60.5326855522,35.1709812206,0.2741341728,9.1172666933,0
719,1219,60.6517198011,35.2900154695,5.3355530890,2.5484062321,1
720,1220,60.7403722108,35.3786678792,9.6273221204,6.6107150902,0
721,1221,60.9469108897,35.5852065581,1.8126216154,1.7833415810,0
722,1222,60.9754881312,35.6137837997,8.5248565626,5.9394470108,0
723,1223,60.9814204990,35.6197161674,9.4900093552,5.4271395804,0
724,1224,61.0237122349,35.6620079033,6.3160860661,4.1737986504,1
725,1225,61.0679462444,35.7062419128,5.9867156525,2.4146858085,1
726,1226,61.1037392683,35.7420349367,7.9858379278,7.3511444652,0
727,1227,61.1897225891,35.8280182575,9.1046832358,7.8898864643,0
728,1228,61.2694833965,35.9077790650,5.9774917770,2.2757577567,1
729,1229,61.3131419757,35.9514376441,3.4897684658,2.7553020273,1
730,1230,61.3959770883,36.0342727567,9.6341295663,2.9026943723,0
731,1231,61.4563795660,36.0946752344,9.9732978739,8.5965023537,0
732,1232,61.5903473018,36.2286429702,8.6147326135,9.6563830878,0
733,1233,61.6210637991,36.2593594675,7.8322651467,6.4304248300,0
734,1234,61.6409746938,36.2792703622,7.7403700008,6.7737826970,0
735,1235,61.6487311620,36.2870268304,9.6212033392,6.1777468084,0
736,1236,61.7150095652,36.3533052336,8.3342541237,7.8820509693,0
737,1237,61.8852083147,36.5235039831,5.3234600279,3.6923883825,1
738,1238,61.9232051535,36.5615008219,8.7733380808,9.3652367067,0
739,1239,62.0592755091,36.6975711776,7.9764444515,7.0132913803,0
740,1240,62.1398335624,36.7781292308,6.1939307373,0.5723356083,1
741,1241,62.1887860010,36.8270816694,2.8978209986,0.6923021041,0
742,1242,62.1965956044,36.8348912728,2.1076883841,1.4907620122,0
743,1243,62.2527822365,36.8910779050,9.3973668391,6.6197698642,0
744,1244,62.2728464115,36.9111420799,8.9520876475,5.4340616433,0
745,1245,62.3070567876,36.9453524560,7.3178569066,5.8127696599,0
746,1246,62.3116304090,36.9499260774,9.4957570503,2.7423921932,0
747,1247,62.3358696850,36.9741653534,0.3576466706,9.6231568111,0
748,1248,62.4692279486,37.1075236170,2.1029476564,7.9976166536,0
