death_index,death_time,x,y
397,66.9315677901,4.8494725420,6.2945929403
398,66.9521933174,4.8611639779,9.0172776018
399,67.1485037947,6.0064741279,8.6125043393
400,67.6396890569,5.8820775910,9.8179720559
401,67.9694141025,6.2229877494,2.1422478627
402,68.0166131030,6.6760274019,8.6305282327
403,68.1562465771,6.0485039486,8.0543980230
404,68.2737226763,3.7179531222,2.2338825224
405,68.2803061868,5.7479192163,3.9613123577
406,68.3555879097,5.2009168706,2.9456490786
407,68.4274293492,5.6349159838,5.8766852586
408,68.5848059721,3.6555947155,6.8106218806
409,68.6634615320,5.8669400442,5.3929543185
410,68.7842253388,3.3099378939,3.3786238083
411,68.8291762217,4.1973459873,1.6380306485
412,68.8823893794,4.7219993004,5.3472708043
413,68.9992172196,5.7335981928,9.2031161988
414,69.1282451378,5.8611903134,2.0349422691
415,69.3923012770,5.5247437792,7.9150211966
416,69.5045854110,4.5064715948,1.3226069058
417,69.5174431606,3.6218979364,8.7627909571
418,69.5359147769,3.7507571552,9.2186901759
419,69.5642109235,3.1961845813,1.4110352613
420,69.7705552079,5.8493720989,0.8859246471
421,70.1018929960,5.2488480271,8.5192407876
422,70.1159705556,4.5744624387,8.9875585490
423,70.2044704860,1.7011049114,3.4346745841
424,71.2869647081,5.1210940333,5.8056829007
425,71.3402576557,5.2377731278,5.5925082585
426,72.2780486572,2.1844684157,5.4795369912
427,72.7548868323,1.1389322457,4.1122893159
428,72.7912530861,3.4065871377,1.7463539895
429,72.8525282749,0.8871441383,3.3703317814
430,73.1513340340,3.4010856575,1.8360397843
431,73.3485441318,6.1666413050,9.4148569879
432,73.7093156950,0.6680231786,5.9145860506
433,73.8675210864,5.2368210061,2.4058336746
434,73.8954748201,5.2149104050,0.3023118499
435,74.2326118007,2.2471076225,3.6971821199
436,74.2801394921,4.7813741866,9.6377889354
437,74.4992816362,6.2426649235,6.7021879840
438,74.5793943939,4.4003951550,4.0335774934
439,74.7110190953,4.6539416271,8.6871942033
440,74.9313986627,3.7108744659,0.5378244949
441,75.0452571333,2.7353518702,6.2931358572
442,75.2427670693,6.3686837997,1.3357685044
443,75.3755411823,4.2939074970,1.1685540614
444,75.5615336146,4.3499367881,4.4386457694
445,75.6005377201,5.8050170449,1.3257192749
446,75.6375559078,2.2021895158,3.5698660150
447,76.7033974681,6.6155628094,8.3264999201
448,77.0664480726,1.1589899961,5.7979458912
449,77.1775217955,0.2334923283,3.9033192702
450,77.3531293179,4.9689704626,3.0457542521
451,77.4289879101,7.2852888525,9.7168385811
452,77.4502195975,5.7983665209,8.6636745882
453,77.5571783499,6.4688488192,4.4564118440
454,77.5970909238,7.0926466047,9.5135807843
455,77.6465638943,5.7152275125,2.4348486634
456,77.8012134837,7.5136697918,9.6453243364
457,77.8717677118,4.0978416656,7.3491252463
458,77.9486069856,6.5466538119,9.8299293694
459,78.0552763258,4.2702387987,0.9375730119
460,78.0716992712,4.6068670344,0.8191866898
461,78.0835830312,4.4415600349,7.1665863334
462,78.1322654898,6.0809310546,9.0256504134
463,78.2933018053,4.0870719463,2.4259347162
464,78.3783686744,6.5647530298,8.3379444852
465,78.3783853305,5.9579687597,3.5170007255
466,78.5080030712,3.2047256282,1.9428963414
467,78.5136630412,5.8458773604,3.8342792339
468,78.7139499363,2.6640921644,3.1197190530
469,78.8242012972,3.9604258526,3.3453864136
